"name";"ine";"email";"tel"
"Ador";"46-002";"registre@ador.org.es";"962808008"
"Godella";"46-135";"intervencion@godella.es/ayto-godella@ctv.es";"963638056"
"Atzeneta d'Albaida";"46-003";"secretaria@atzenetadalbaida.es";"962359161"
"Godelleta";"46-136";"godelleta_alc@gva.es";"961800639"
"Agullent";"46-004";"comptabilitat@agullent.org";"962907080"
"Granja de la Costera (la)";"46-137";"secretaria@lagranjadelacostera.com";"962254007"
"Alaquàs";"46-005";"marisarincon@alaquas.org";"961519400"
"Guadasséquies";"46-138";"guadasequies_sec@gva.es";"962293005"
"Albaida";"46-006";"intervencio@albaida.es";"962900960"
"Guadassuar";"46-139";"alcaldia@guadassuar.es";"962570000"
"Albal";"46-007";"alcaldia@albal.es";"961260056"
"Guardamar de la Safor";"46-140";"ajuntament@guardamardelasafor.org";"962818851"
"Albalat de la Ribera";"46-008";"secretaria@albalatdelaribera.es";"962490500"
"Higueruelas";"46-141";"secretaria@higueruelas.es";"962726130"
"Albalat dels Sorells";"46-009";"asorells_ctb@gva.es";"961490091"
"Jalance";"46-142";"jalance_sec@gva.es";"962196011"
"Albalat dels Tarongers";"46-010";"atarongers_alc@gva.es";"962628201"
"Xeraco";"46-143";"intervencio@xeraco.es";"962830003"
"Alberic";"46-011";"intervencion@alberic.es";"962440066"
"Jarafuel";"46-144";"ayuntamiento@jarafuel.es";"962198011"
"Alborache";"46-012";"alborache_sec@gva.es";"962516002"
"Xàtiva";"46-145";"mariajesusbelda@ayto-xativa.es";"962289800"
"Alboraia/Alboraya";"46-013";"interventor@alboraya.com";"963171700"
"Xeresa";"46-146";"xeresa_alc@gva.es";"962895378"
"Albuixech";"46-014";"vicesecretaria@albuixech.es; admcontractacio@albuixech.es";"961400601"
"Llíria";"46-147";"info@lliria.es";"962798282"
"Alcàsser";"46-015";"alcasser_int@gva.es/alcasser@gva.es";"961240114"
"Loriguilla";"46-148";"informacion@loriguilla.com";"961668052"
"Alcàntera de Xúquer";"46-016";"ajuntament@alcanteradexuquer.es";"962580402"
"Losa del Obispo";"46-149";"info@losadelobispo.es";"962706101"
"Alzira";"46-017";"hisenda@alzira.es";"962400450"
"Llutxent";"46-150";"llutxent.secretaria@cv.gva.es";"962294001"
"Alcublas";"46-018";"secretaria@alcublas.es";"962704001"
"Llocnou d'En Fenollet";"46-151";"lfenollet@gva.es";"962228064"
"Alcúdia (l')";"46-019";"lluiscorretger@infonegocio.com";"962540266"
"Llocnou de la Corona";"46-152";"civis@gva.es";"963751908"
"Alcúdia de Crespins (l')";"46-020";"tresoreria@acrespins.es";"962241714"
"Llocnou de Sant Jeroni";"46-153";"cerratogallardo@gmail.com";"962896011"
"Aldaia";"46-021";"intervencio@ajuntamentaldaia.org";"961501500"
"Llanera de Ranes";"46-154";"druiz.martinez@gmail.com";"962254201"
"Alfafar";"46-022";"alfafar@alfafar.com";"963182126"
"Llaurí";"46-155";"llauri_alc@gva.es";"962560468"
"Alfauir";"46-023";"alfauir@gva.es";"962835438"
"Llombai";"46-156";"llombai_alc@gva.es";"962550403"
"Alfara de la Baronia";"46-024";"aalgimia@gva.es";"962626001"
"Llosa de Ranes (la)";"46-157";"registre@lallosaderanes.es";"962230171"
"Alfara del Patriarca";"46-025";"secretari@alfaradelpatriarca.es";"961391946"
"Macastre";"46-158";"ayto.macastre@wanadoo.es";"962516356"
"Alfarb";"46-026";"ajuntament@alfarp.es";"962550391"
"Manises";"46-159";"ayuntamiento@manises.es";"961545116"
"Alfarrasí";"46-027";NA;"962297125"
"Manuel";"46-160";"registre@manuel.es";"962235386"
"Algar de Palància";"46-028";"ajuntament@algardepalancia.es";"962625055"
"Marines";"46-161";"alcaldia@marines.es";"961648017"
"Algemesí";"46-029";"ajuntament@algemesi.net";"962019000"
"Massalavés";"46-162";"massalaves.int@cv.gva.es";"962440982"
"Algimia Alfara (de)";"46-030";"registre@algimiadealfara.es";"962626053"
"Massalfassar";"46-163";"massalfassar_alc@gva.es";"961400401"
"Alginet";"46-031";NA;"961751000"
"Massamagrell";"46-164";"registre@massamagrell.es";"961440051"
"Almàssera";"46-032";"almassera@gva.es";"961853750"
"Massanassa";"46-165";"info@massanassa.es";"961255500"
"Almiserà";"46-033";NA;"962896079"
"Meliana";"46-166";"fjavier@meliana.es";"961490065"
"Almoines";"46-034";"ajuntament@almoines.es";"962804214"
"Millares";"46-167";"secremillares@wanadoo.es";"962519000"
"Almussafes";"46-035";"intervencion_adi@almussafes.org";"961782050"
"Miramar";"46-168";"secretaria@ajumiramar.org";"962819101"
"Alpuente";"46-036";"contabilidad@alpuente.es";"962101001"
"Mislata";"46-169";"alcaldia@mislata.es";"963991100"
"Alqueria de la Comtessa (l')";"46-037";"ana@ajuntamentalqueria.e.telefonica.net";"962893002"
"Mogente/Moixent";"46-170";"afrances534e@cv.gva.es";"962295010"
"Andilla";"46-038";"adl.andilla@ayuntamiento.m400.gva.es";"962729005"
"Montcada/Moncada";"46-171";"moncada@gva.es";"961390716"
"Anna";"46-039";NA;"962210136"
"Montserrat";"46-172";"monserrat_cad@gva.es";"962988000"
"Antella";"46-040";"antella.secretaria@cv.gva.es";"962595002"
"Montaverner";"46-173";"ajuntament@montaverner.com";"962297008"
"Aras de los Olmos";"46-041";"aolmos_ofi@gva.es";"962102001"
"Montesa";"46-174";"montesa_sec@gva.es";"962299002"
"Aielo de Malferit";"46-042";"aielo.registre@cv.gva.es";"962363010"
"Montitxelvo/Montichelvo";"46-175";"montichelvo_adm@gva.es";"962897000"
"Aielo de Rugat";"46-043";"aieloderugat_alc@gva.es";"962897129"
"Montroi/Montroy";"46-176";"montroy_int@gva.es";"962555401"
"Ayora";"46-044";"registro@ayora.es";"962191025"
"Museros";"46-177";"interventor@museros.es";"961441680"
"Barxeta";"46-045";"barxeta_sec@gva.es";"962214001"
"Nàquera/Náquera";"46-178";"interventora@naquera.com";"961680002"
"Barx";"46-046";"tesoreria@barx.es";"962807303"
"Navarrés";"46-179";"ayuntamiento@navarres.es";"962266001"
"Bèlgida";"46-047";"intervencio@belgida.es";"962901074"
"Novetlè";"46-180";"secretaria@novetle.es";"962270589"
"Bellreguard";"46-048";"secretaria@bellreguard.com";"962815511"
"Oliva";"46-181";"interventora@oliva.es";"962850250"
"Bellús";"46-049";"bellus_ayt@gva.es";"962293104"
"Olocau";"46-182";"villadeolocau@terra.es";"962703011"
"Benagéber";"46-050";"aytobenageber@terra.es";"962171891"
"Olleria (l')";"46-183";"tesorero@lolleria.org";"962200601"
"Benaguasil";"46-051";"mbpintervencion@benaguasil.com";"962730011"
"Ontinyent";"46-184";"ontinyent@ontinyent.es";"962918200"
"Benavites";"46-052";"benavites.sec@gmail.com";"962636652"
"Otos";"46-185";NA;"962358235"
"Beneixida";"46-053";"ajuntament@beneixida.es";"962580160"
"Paiporta";"46-186";"intervencio@aytopaiporta.es";"963971222"
"Benetússer";"46-054";"benetusser@gva.es";"963752950"
"Palma de Gandía";"46-187";"alfonso.palma@sipanma.com";"962808001"
"Beniarjó";"46-055";"ajuntament_beniarjo@gva.es";"962800361"
"Palmera";"46-188";"palmera_sec@gva.es";"962893286"
"Beniatjar";"46-056";"beniatjar_alc@gva.es";"962358150"
"Palomar (el)";"46-189";"elpalomar_alc@gva.es";"962391096"
"Benicolet";"46-057";"benicolet_alc@gva.es";"962830120"
"Paterna";"46-190";"registre@ayto-paterna.es";"961379638"
"Benifairó de les Valls";"46-058";"bvalls_alc@gva.es";"962600937"
"Pedralba";"46-191";"ayuntamiento@pedralba.es";"962707001"
"Benifairó de la Valldigna";"46-059";"bvalldigna_alc@gva.es";"962810416"
"Petrés";"46-192";"petres_alc@gva.es";"962620301"
"Benifaió";"46-060";"notificaciones@benifaio.es";"961781019"
"Picanya";"46-193";"ajuntament@picanya.org";"961594460"
"Beniflá";"46-061";"benifla_adm@gva.es";"962800186"
"Picassent";"46-194";"ajuntamen@picassent.es";"961230100"
"Benigànim";"46-062";"beniganim_sec@gva.es";"962920002"
"Piles";"46-195";"alcalde@ajuntamentpiles.es";"962831762"
"Benimodo";"46-063";"benimodo_ofi@gva.es";"962530606"
"Pinet";"46-196";"pinet@pinet.es";"962294151"
"Benimuslem";"46-064";"ayun_benimuslem@hotmail.com";"962441471"
"Polinyà de Xúquer";"46-197";"pxuquer@gva.es";"962973025"
"Beniparrell";"46-065";"secretaria@beniparrell.es";"961201902"
"Potries";"46-198";"potries_sec@gva.es";"962800588"
"Benirredrà";"46-066";"benirredra_sec2@gva.es";"962860201"
"Pobla de Farnals (la)";"46-199";"intervencion@lapobladefarnals.es";"961441252"
"Benissanó";"46-067";"benisano_int@gva.es";"962780701"
"Pobla del Duc (la)";"46-200";"pobladuc@gmail.com";"962250066"
"Benissoda";"46-068";"benissoda_alc@gva.es";"962390805"
"Puebla de San Miguel";"46-201";NA;"962130035"
"Benissuera";"46-069";NA;"962293031"
"Pobla de Vallbona (la)";"46-202";"estherperez@lapobladevallbona.es";"962760050"
"Bétera";"46-070";"betera@betera-ayto.com";"961600351"
"Pobla Llarga (la)";"46-203";"ajuntamen@lapoblallarga.net";"962590005"
"Bicorp";"46-071";"bicorp_alc@gva.es";"962269110"
"Puig de Santa Maria (El)";"46-204";"cristina@elpuig.es";"961470003"
"Bocairent";"46-072";"registro@bocairent.es";"962350014"
"Puçol";"46-205";"registro@pucol.es";"961421303"
"Bolbaite";"46-073";"bolbaite_alc@gva.es";"962223080"
"Quesa";"46-206";"ayto.quesa@teleline.es";"962256001"
"Bonrepòs i Mirambell";"46-074";"admon@bonreposimirambell.es";"961852500"
"Rafelbunyol";"46-207";"rafelbunyol_int@gva.es";"961410100"
"Bufali";"46-075";"bufali_alc@gva.es";"962390388"
"Rafelcofer";"46-208";"rafelcofer@cv.gva.es";"962800368"
"Bugarra";"46-076";"bugarra_alc@gva.es";"961660051"
"Rafelguaraf";"46-209";"alcaldia@rafelguaraf.es";"962586005"
"Buñol";"46-077";"ayuntamiento@ayto.bunyol.com";"962500151"
"Ráfol de Salem";"46-210";"rsalem_alc@gva.es";"962813072"
"Burjassot";"46-078";"laura.chornet@ayto-burjassot.es";"963160500"
"Real de Gandia (el)";"46-211";"ajuntament@elrealdegandia.org";"962965872"
"Calles";"46-079";"calles_sec@gva.es";"962100356"
"Real";"46-212";"realmontroi_alc@gva.es";"962555006"
"Camporrobles";"46-080";"camporrobles.alcaldia@cv.gva.es";"962181006"
"Requena";"46-213";"req.ayto.central@infoville.net";"962301400"
"Canals";"46-081";"intervencio@canals.es";"962240126"
"Riba-roja de Túria";"46-214";"solmos@ribarroja.es";"962770062"
"Canet d'En Berenguer";"46-082";"contabilidad@canetdenberenguer.es";"962698020"
"Riola";"46-215";"alcaldia@ajuntamentderiola.org";"961702201"
"Carcaixent";"46-083";"carcaixent@gva.es";"962457600"
"Rocafort";"46-216";"intervencion@rocafort.es";"961310062"
"Càrcer";"46-084";"secretaria@carcer.net";"962580016"
"Rotglà i Corberà";"46-217";"rotglaicorbera.secretario@cv.gva.es";"962254002"
"Carlet";"46-085";"carlet@gva.es";"962530200"
"Ròtova";"46-218";"registregeneral@rotova.es";"962957011"
"Carrícola";"46-086";"alcaldia@carricola.es";"962356585"
"Rugat";"46-219";"rugat_alc@gva.es";"962813010"
"Casas Altas";"46-087";NA;"978782254"
"Sagunto/Sagunt";"46-220";"r.garcia@aytosagunto.es";"962655858"
"Casas Bajas";"46-088";NA;"978782276"
"Salem";"46-221";"ajuntamentsalem@telefonica.net";"962813331"
"Casinos";"46-089";"casinos_alc@gva.es";"962700161"
"Sant Joanet";"46-222";"ayuntamiento@santjoanet.com";"962591013"
"Castelló de Rugat";"46-090";"ajuntament@castelloderugat.es";"962883010"
"Sedaví";"46-223";"mchorda@sedavi.es";"963185040"
"Castellonet de la Conquesta";"46-091";"castellonetconquesta.ayunt@cv.gva.es";"962887028"
"Segart";"46-224";NA;"962628454"
"Castielfabib";"46-092";NA;"978783100"
"Sellent";"46-225";"sellent_alc@gva.es";"962254301"
"Catadau";"46-093";"ajuntament@catadau.es";"962553022"
"Sempere";"46-226";"sempere.secretaria@cv.gva.es";"962293054"
"Catarroja";"46-094";"alcaldia@catarroja.es";"961261301"
"Senyera";"46-227";"senyera_sec@gva.es";"962452560"
"Caudete de las Fuentes";"46-095";"caudete_sec@gva.es";"962319002"
"Serra";"46-228";"aytoserra@terra.es";"961688443"
"Cerdà";"46-096";"secretaria@cerda.es";"962242820"
"Siete Aguas";"46-229";"sieteaguas_alc@gva.es";"962340003"
"Cofrentes";"46-097";"cofrentes_adm@gva.es";"961894164"
"Silla";"46-230";"intrvencio@ajuntament-silla.es/ajuntament@ajuntament-silla.es";"961200116"
"Corbera";"46-098";"ajuntament@corbera.es";"962560003"
"Simat de la Valldigna";"46-231";"svalldigna@gva.es";"962810007"
"Cortes de Pallás";"46-099";"alcaldia@cortesdepallas.net";"962517001"
"Sinarcas";"46-232";"sinarcas@gva.es";"962315411"
"Cotes";"46-100";"cotes@gva.es";"962580178"
"Sollana";"46-233";"ayuntamiento@sollana.es";"961742710"
"Quart de les Valls";"46-101";"qvalls_alc@gva.es";"962600305"
"Sot de Chera";"46-234";"sotdechera_alc@gva.es";"962348001"
"Quart de Poblet";"46-102";"intervencio.admin2@quartdepoblet.org";"961536210"
"Sueca";"46-235";"sueca@sueca.es";"961700050"
"Quartell";"46-103";"Quartell@gva.es";"962636201"
"Sumacàrcer";"46-236";NA;"962595280"
"Quatretonda";"46-104";"secretaria@quatretonda.org";"962264571"
"Tavernes Blanques";"46-237";"tblanques_inter@gva.es";"961853267"
"Cullera";"46-105";"intervencio@cullera.es";"961720000"
"Tavernes de la Valldigna";"46-238";"intervencio@tavernes.org";"962824015"
"Chelva";"46-106";"contabilidad@chelva.es";"962100011"
"Teresa de Cofrentes";"46-239";"tereco_alc@gva.es";"961893278"
"Chella";"46-107";"info@aytochella.es";"962220001"
"Terrateig";"46-240";"administracio@ajuntamentdeterrateig.org";"962887076"
"Chera";"46-108";"chera@gva.es";"962332001"
"Titaguas";"46-241";"titaguas_ofi@gva.es";"961634001"
"Cheste";"46-109";"intervencion@cheste.es";"962510015"
"Torrebaja";"46-242";"torrebaja_sec@gva.es";"978783001"
"Xirivella";"46-110";"ajuntament@xirivella.es";"963135050"
"Torrella";"46-243";"torrella.secretaria@cv.gva.es";"962244926"
"Chiva";"46-111";"chiva_alc@gva.es";"962520006"
"Torrent";"46-244";"TDIC@torrent.es";"961111111"
"Chulilla";"46-112";"alcaldia@chulilla.es";"674782628"
"Torres Torres";"46-245";"torrestorres_alc@gva.es";"962626542"
"Daimús";"46-113";NA;"962819003"
"Tous";"46-246";"administracion@ayuntamientotous.org";"962449101"
"Domeño";"46-114";"domenyo_alc@gva.es";"962728028"
"Tuéjar";"46-247";"tuejar_inf@gva.es";"961635034"
"Dos Aguas";"46-115";"aytodosaguas@terra.es";"962529002"
"Turís";"46-248";"intervencion@ajuntamentdeturis.com";"962526063"
"Eliana (l')";"46-116";"ams@leliana.es; ecrespo@leliana.es";"962758030"
"Utiel";"46-249";"utiinterventor@cv.gva.es";"962170504"
"Emperador";"46-117";"emperador_alc@gva.es";"961443585"
"València";"46-250";"informacion@valencia.es";"963525478"
"Enguera";"46-118";"enguera.ofi@gmail.com";"962224033"
"Vallada";"46-251";"vallada_alc@gva.es";"962257009"
"Énova (l´)";"46-119";"enova_ad1@gva.es";"962235026"
"Vallanca";"46-252";"administracion@vallanca.es";"978782330"
"Estivella";"46-120";"estivella_alc@gva.es";"962628005"
"Vallés";"46-253";"valles_alc@gva.es";"962282393"
"Estubeny";"46-121";"estubeny_alc@gva.es";"962210013"
"Venta del Moro";"46-254";"ayuntamiento@ventadelmoro.es";"962185001"
"Faura";"46-122";"faura_alc@gva.es";"962600004"
"Vilallonga/Villalonga";"46-255";"vigsecretaria@cv.gva.es";"962805004"
"Favara";"46-123";"favara@gva.es";"961769002"
"Vilamarxant";"46-256";"inter_vila@hotmail.com";"962710032"
"Fontanars dels Alforins";"46-124";"fontanarsdelsalforins.secretaria@cv.gva.es";"962222233"
"Castelló";"46-257";"secretaria@villanuevadecastellon.es";"962450100"
"Fortaleny";"46-125";"fortaleny_alc@gva.es";"961701928"
"Villar del Arzobispo";"46-258";"info@villardelarzobispo.es";"962720002"
"Foios";"46-126";"foios@gva.es";"961491110"
"Villargordo del Cabriel";"46-259";"ayuntamiento@villargordodelcabriel.es";"962186005"
"Font d'En Carròs (la)";"46-127";"secretaria@lafontdencarros.es";"962833000"
"Vinalesa";"46-260";"secretaria@vinalesa.org";"961499798"
"Font de la Figuera (la)";"46-128";"alcaldia@lafontdelafiguera.net";"962290004"
"Yátova";"46-261";"ayuntamiento@yatova.e.telefonica.net";"962516131"
"Fuenterrobles";"46-129";"fuenterrobles_alc@gva.es";"962183001"
"Yesa (La)";"46-262";"layesa_sec@gva.es";"961636034"
"Gavarda";"46-130";"gavarda_sec@gva.es";"962594165"
"Zarra";"46-263";"zarra_alc@gva.es";"961893015"
"Gandia";"46-131";"ajuntament@gandia.org/anagarcia@gandia.org";"962959400"
"Gátova";"46-902";"gatova@gva.es";"964126001"
"Genovés (El)";"46-132";"genoves@genoves.es";"962229166"
"San Antonio de Benagéber";"46-903";"svalor@sabenageber.com";"961350301"
"Gestalgar";"46-133";"gestalgar_alc@gva.es";"961649001"
"Benicull de Xúquer";"46-904";"benicull_sec@gva.es";"962490575"
"Atzeneta del Maestrat";"12-001";"ajuntatzeneta@terra.es";NA
"Moncofa";"12-077";"personal@ajuntamentdemoncofa.com";"964580421"
"Aín";"12-002";"info@ajuntamentdain.es";"964629040"
"Montán";"12-078";"info@montan.es";"964131002"
"Albocàsser";"12-003";"albocasser_alc@gva.es";NA
"Montanejos";"12-079";"montanejos_sec@gva.es";NA
"Alcalà de Xivert";"12-004";"mjesus.arrufat@alcaladexivert.es";"964410301"
"Morella";"12-080";"ajuntament@morella.net";"964160034"
"Alcora (l')";"12-005";"alcora@alcora.org";"964360002"
"Navajas";"12-081";"ayto.navajas@telefonica.net";"964710801"
"Alcudia de Veo";"12-006";"secretaria@alcudiadeveo.es";NA
"Nules";"12-082";"nules@nules.es";"96467001"
"Alfondeguilla";"12-007";"ajuntament@alfondeguilla.es";"964661998"
"Olocau del Rey";"12-083";"olocaudelrey_alc@gva.es";"964173172"
"Algimia de Almonacid";"12-008";"aalmonacid_sec@gva.es";NA
"Onda";"12-084";"alcaldia@ondaweb.info/secretaria@ondaweb.info";"964600050"
"Almassora";"12-009";"gabinete@almassora.es";"964560001"
"Oropesa del Mar/Orpesa";"12-085";"ayuntamiento@oropesadelmar.es";"964310100"
"Almedíjar";"12-010";"info@almedijar.es";"964137018"
"Palanques";"12-087";"egisbert@dipcas.es";NA
"Almenara";"12-011";"intervencion@almenara.es";"962624801"
"Pavías";"12-088";"info@pavias.es";"964145542"
"Altura";"12-012";"aytoaltura@stl.logiccontrol.es";NA
"Peníscola/Peñíscola";"12-089";"intervencion@peniscola.org";"964480050"
"Arañuel";"12-013";"secretaria@aranuel.es";"964143156"
"Pina de Montalgrao";"12-090";"PINA DE MONTALGRAO_ALC@.ES";NA
"Ares del Maestrat";"12-014";"info@aresdelmaestrat.es";"964443064"
"Portell de Morella";"12-091";"aytoportell@gva.es";NA
"Argelita";"12-015";"argelita_alc@gva.es";NA
"Puebla de Arenoso";"12-092";"secretaria@puebladearenoso.es";"964124601"
"Artana";"12-016";"ayuntamiento@artana.es";"964611011"
"Pobla de Benifassà (la)";"12-093";"info@lapobladebenifassa.es";"977729051"
"Ayódar";"12-017";"ayodar_alc@gva.es";NA
"Pobla Tornesa (la)";"12-094";"lapoblat.secretaria@cv.gva.es";NA
"Azuébar";"12-018";"info@azuebar.es";"964650006"
"Ribesalbes";"12-095";"info@ribesalbes.es";"964625001"
"Barracas";"12-020";"cofiseg@dipcas.es";NA
"Rossell";"12-096";"aj.rossell@gmail.com";"977571202"
"Betxí";"12-021";"ajuntamentdebetxi@betxi.es";"964620002"
"Sacañet";"12-097";"cofiseg@dipcas.es";NA
"Bejís";"12-022";"info@bejis.es";"964120161"
"Salzadella (la)";"12-098";"alcaldia@lasalzadella.es";"964419282"
"Benafer";"12-024";"cofiseg@dipcas.es";NA
"Sant Jordi/San Jorge";"12-099";"ayuntamiento@santjordi.es";"964499001"
"Benafigos";"12-025";NA;"964370120"
"Sant Mateu";"12-100";NA;"96441671"
"Benassal";"12-026";"secretaria@benassal.es";"964431002"
"San Rafael del Río";"12-101";"info@sanrafaeldelrio.es";"977713703"
"Benicarló";"12-027";"alosilla@ajuntamentdebenicarlo.org";"964825318"
"Santa Magdalena de Pulpis";"12-102";NA;"964415070"
"Benicasim/Benicàssim";"12-028";"vbadenes@benicassim.org";"964300962"
"Serratella (La)";"12-103";"aedl@laserratella.es";NA
"Benlloch";"12-029";"benlloch_sec@gva.es";NA
"Segorbe";"12-104";"intervencion@segorbe.es";"964132020"
"Borriol";"12-031";"notificaciones@borriol.es";"964341461"
"Sierra Engarcerán";"12-105";"info@sierraengarceran.es";"964706601"
"Borriana/Burriana";"12-032";"info@burriana.es";"964510062"
"Soneja";"12-106";"ayuntamiento@soneja.es";"964135004"
"Cabanes";"12-033";"marisa.vidal@cabanes.es";"964331001"
"Sot de Ferrer";"12-107";"ayuntamiento@sotdeferrer.es";"964135127"
"Càlig";"12-034";"info@calig.es";"964492001"
"Sueras/Suera";"12-108";"ajtsueras@terra.es";NA
"Canet lo Roig";"12-036";"ayuntamiento@canetloroig.es";"964494241"
"Tales";"12-109";"secretaria@tales.es";"964613008"
"Castell de Cabres";"12-037";"jmfernandez@dipcas.es";NA
"Teresa";"12-110";"teresa@fvmp.es";NA
"Castellfort";"12-038";"castellfort@fvmp.es";NA
"Tírig";"12-111";"tirig_alc@gva.es";NA
"Castellnovo";"12-039";"castellnovo_sec@gva.es";NA
"Todolella";"12-112";"info@todolella.es";"964171178"
"Castelló de la Plana";"12-040";"intervencion@castello.es";"964355155"
"Toga";"12-113";"toga_sec@gva.es";"964612031"
"Castillo de Villamalefa";"12-041";"castillovillamalefa_ayt@gva.es";"964375001"
"Torás";"12-114";"toras_alc@gva.es";"964120238"
